OTUID,Phylum,Class,Order,Family,Genus,Species
otu000938,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella_forsythia
otu000939,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella_sp.
otu000940,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum_sp.
otu000941,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Terasakiella,Terasakiella_pusilla
otu000942,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,Thalassobius_aestuarii
otu000943,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira_sp.
otu000944,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Thauera_terpenica
otu000945,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Thermomonas,Thermomonas_brevis
otu000946,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Thermomonas,Thermomonas_fusca
otu000947,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Thermomonas,Thermomonas_hydrothermalis
otu000948,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus_scotoductus
otu000949,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus_thermophilus
otu000950,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio_nitratireducens
otu000951,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,Thiobacillus_plumbophilus
otu000952,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,Thiobacillus_thioparus
otu000953,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiovirga,Thiovirga_sulfuroxydans
otu000954,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Tissierella,Tissierella_praeacuta
otu000955,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Tissierella,Tissierella_sp.
otu000956,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,Trabulsiella_farmeri
otu000957,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,Trabulsiella_odontotermitis
otu000958,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema_berlinense
otu000959,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema_lecithinolyticum
otu000960,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp.
otu000961,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema_succinifaciens
otu000962,Actinobacteria,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Turicella,Turicella_otitidis
otu000963,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter_sanguinis
otu000964,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium_pigrum
otu000965,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium_terreum
otu000966,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella,Uruburuella_suis
otu000967,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus_penaei
otu000968,Actinobacteria,Actinomycetales,Actinomycineae,Actinomycetaceae,Varibaculum,Varibaculum_cambriense
otu000969,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Vasilyevaea,Vasilyevaea_enhydra
otu000970,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Vasilyevaea,Vasilyevaea_mishustinii
otu000971,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_alcalescens
otu000972,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_atypica
otu000973,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_dispar
otu000974,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_magna
otu000975,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_montpellierensis
otu000976,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula
otu000977,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_ratti
otu000978,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_rodentium
otu000979,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_rogosae
otu000980,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_sp.
otu000981,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis_vadensis
otu000982,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus_byunsanensis
otu000983,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus_soli
otu000984,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_cibaria
otu000985,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_confusa
otu000986,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_hellenica
otu000987,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_minor
otu000988,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_paramesenteroides
otu000989,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_sp.
otu000990,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter_sp.
otu000991,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Yonghaparkia,Yonghaparkia_alkaliphila
otu000992,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Zoogloea_caeni
otu000993,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Zoogloea_ramigera
